CO_IES,NM_IES,CATEG_ADM,CO_UF,NM_UF,NM_REGIAO
12754,FCC,Privada sem fins lucrativos,41,PR,Sul
12758,FAEC-PVH,Privada sem fins lucrativos,11,RO,Norte
12772,FTS,Privada sem fins lucrativos,31,MG,Sudeste
12784,Ftec Novo Hamburgo,Privada com fins lucrativos,43,RS,Sul
12847,FEFB,Privada com fins lucrativos,41,PR,Sul
12869,FJP,Privada sem fins lucrativos,43,RS,Sul
12899,FAMEV,Privada com fins lucrativos,31,MG,Sudeste
12916,IPOG,Privada com fins lucrativos,52,GO,Centro-Oeste
12922,FATEC/BA,Privada com fins lucrativos,29,BA,Nordeste
12928,FBCBrasil,Privada com fins lucrativos,52,GO,Centro-Oeste
12946,FAMAT,Privada com fins lucrativos,51,MT,Centro-Oeste
13014,FATEO,Privada sem fins lucrativos,53,DF,Centro-Oeste
13034,FASES,Privada sem fins lucrativos,31,MG,Sudeste
13073,FATECAEROTD,Privada com fins lucrativos,42,SC,Sul
13106,FATEC FLF,Privada sem fins lucrativos,23,CE,Nordeste
13133,FAG,Privada com fins lucrativos,52,GO,Centro-Oeste
13417,FPO,Privada com fins lucrativos,23,CE,Nordeste
13467,FACTES,Privada com fins lucrativos,42,SC,Sul
13476,FASBAM,Privada sem fins lucrativos,41,PR,Sul
13481,FRB-GV,Privada sem fins lucrativos,35,SP,Sudeste
13484,FAEV,Privada com fins lucrativos,32,ES,Sudeste
13486,Factum,Privada com fins lucrativos,43,RS,Sul
13527,FCN,Privada sem fins lucrativos,35,SP,Sudeste
13620,FAPA,Privada com fins lucrativos,43,RS,Sul
13625,FATENP,Privada com fins lucrativos,42,SC,Sul
13643,FEICS,Privada sem fins lucrativos,51,MT,Centro-Oeste
13648,FASM,Privada com fins lucrativos,43,RS,Sul
13663,FISBE,Privada com fins lucrativos,31,MG,Sudeste
13666,FDCON,Privada com fins lucrativos,31,MG,Sudeste
13684,PIT Contagem,Privada com fins lucrativos,31,MG,Sudeste
13695,EMAp-FGV,Privada sem fins lucrativos,33,RJ,Sudeste
13716,GAP,Privada com fins lucrativos,52,GO,Centro-Oeste
13717,FVA,Privada com fins lucrativos,42,SC,Sul
13743,PIT GV,Privada com fins lucrativos,31,MG,Sudeste
13749,Facear,Privada com fins lucrativos,41,PR,Sul
13758,EAB,Privada com fins lucrativos,53,DF,Centro-Oeste
13775,FAITEC,Privada com fins lucrativos,41,PR,Sul
13782,FSC,Privada com fins lucrativos,29,BA,Nordeste
13783,UNISANTANA,Privada com fins lucrativos,29,BA,Nordeste
13784,FAPLAC,Privada com fins lucrativos,52,GO,Centro-Oeste
13792,FANORTE CACOAL,Privada com fins lucrativos,11,RO,Norte
13809,FASASETE,Privada com fins lucrativos,31,MG,Sudeste
13812,ESAB,Privada com fins lucrativos,32,ES,Sudeste
13818,FACSALLE,Privada sem fins lucrativos,43,RS,Sul
13828,FIBH,Privada com fins lucrativos,31,MG,Sudeste
13832,FASF,Privada sem fins lucrativos,41,PR,Sul
13845,DIEESE,Privada sem fins lucrativos,35,SP,Sudeste
13865,FATEPA,Privada com fins lucrativos,43,RS,Sul
13873,FINOM,Privada com fins lucrativos,31,MG,Sudeste
13883,FAMUR,Privada sem fins lucrativos,43,RS,Sul
13897,Laboro,Privada com fins lucrativos,21,MA,Nordeste
13938,FAMAR,Privada sem fins lucrativos,35,SP,Sudeste
13944,FAN,Privada com fins lucrativos,27,AL,Nordeste
13982,FMN de Belém,Privada com fins lucrativos,15,PA,Norte
14002,FG,Privada com fins lucrativos,26,PE,Nordeste
14028,UNA,Privada sem fins lucrativos,31,MG,Sudeste
14029,FUNEC Aimorés,Privada sem fins lucrativos,31,MG,Sudeste
14069,FAPS,Privada com fins lucrativos,35,SP,Sudeste
14090,FABE,Privada sem fins lucrativos,31,MG,Sudeste
14095,Fatec Futuro,Privada com fins lucrativos,41,PR,Sul
14101,FUNEES Baependi,Privada sem fins lucrativos,31,MG,Sudeste
14115,FUNEES Ponte Nova,Privada sem fins lucrativos,31,MG,Sudeste
14121,FUNEES SJN,Privada sem fins lucrativos,31,MG,Sudeste
14128,FEES Vazante,Privada sem fins lucrativos,31,MG,Sudeste
14132,FUNEES Itanhandu,Privada sem fins lucrativos,31,MG,Sudeste
14133,FUNEES Lambari,Privada sem fins lucrativos,31,MG,Sudeste
14148,FUNEC Mariana,Privada sem fins lucrativos,31,MG,Sudeste
14149,FUNEES Bocaiúva,Privada sem fins lucrativos,31,MG,Sudeste
14151,FUNEC Nova Lima,Privada sem fins lucrativos,31,MG,Sudeste
14153,FUNEES Porteirinha,Privada sem fins lucrativos,31,MG,Sudeste
14155,FUNEES Sabará,Privada sem fins lucrativos,31,MG,Sudeste
14156,FUNEES Teófilo Otoni,Privada sem fins lucrativos,31,MG,Sudeste
14157,FUNEES Uberlândia,Privada sem fins lucrativos,31,MG,Sudeste
14161,FUNIC,Privada sem fins lucrativos,31,MG,Sudeste
14162,FAU G. Valadares,Privada sem fins lucrativos,31,MG,Sudeste
14163,FUNEES G. Valadares,Privada sem fins lucrativos,31,MG,Sudeste
14165,FATEP,Privada sem fins lucrativos,31,MG,Sudeste
14169,FUNEES Itambacuri,Privada sem fins lucrativos,31,MG,Sudeste
14173,FUNEES R. das Neves,Privada sem fins lucrativos,31,MG,Sudeste
14194,FATEC,Privada sem fins lucrativos,35,SP,Sudeste
14204,FUNEES Arcos,Privada sem fins lucrativos,31,MG,Sudeste
14206,FUNEES,Privada sem fins lucrativos,31,MG,Sudeste
14242,FUNIT,Privada sem fins lucrativos,31,MG,Sudeste
14288,FACASC,Privada sem fins lucrativos,42,SC,Sul
14313,NF,Privada com fins lucrativos,31,MG,Sudeste
14321,FMN Fortaleza,Privada com fins lucrativos,23,CE,Nordeste
14326,INSAEOS,Privada sem fins lucrativos,41,PR,Sul
14342,FACREDENTOR,Privada sem fins lucrativos,33,RJ,Sudeste
14367,FACULDADE EFICAZ,Privada com fins lucrativos,41,PR,Sul
14401,FAMO,Privada com fins lucrativos,35,SP,Sudeste
14403,CESUMAR,Privada sem fins lucrativos,41,PR,Sul
14622,FISE,Privada com fins lucrativos,28,SE,Nordeste
14715,FACPIAGET,Privada sem fins lucrativos,35,SP,Sudeste
14717,FMN Caruaru,Privada com fins lucrativos,26,PE,Nordeste
14727,FAP,Privada com fins lucrativos,35,SP,Sudeste
14858,FFRAMO,Privada com fins lucrativos,35,SP,Sudeste
14860,ESD-CEEO,Privada com fins lucrativos,43,RS,Sul
14869,FAIPE,Privada com fins lucrativos,51,MT,Centro-Oeste
14878,TEN,Privada com fins lucrativos,35,SP,Sudeste
14882,FACHORIZONTE,Privada com fins lucrativos,53,DF,Centro-Oeste
14890,FPG,Privada com fins lucrativos,35,SP,Sudeste
14892,FCSB,Privada com fins lucrativos,35,SP,Sudeste
14901,FIC,Privada com fins lucrativos,15,PA,Norte
14927,FASG,Privada com fins lucrativos,32,ES,Sudeste
14947,FACIT,Privada com fins lucrativos,17,TO,Norte
14951,FEITEP,Privada com fins lucrativos,41,PR,Sul
14961,FATESA,Privada sem fins lucrativos,43,RS,Sul
14969,FATESA,Privada com fins lucrativos,35,SP,Sudeste
14975,FANEB,Privada com fins lucrativos,29,BA,Nordeste
14996,FGN,Privada com fins lucrativos,29,BA,Nordeste
15001,UNILA,Pública Federal,41,PR,Sul
15015,UENP,Pública Estadual,41,PR,Sul
15059,UFOPA,Pública Federal,15,PA,Norte
15079,FAMAP,Privada com fins lucrativos,15,PA,Norte
15121,UFFS,Pública Federal,42,SC,Sul
15133,FAJAR,Privada com fins lucrativos,28,SE,Nordeste
15236,AMTEC,Privada com fins lucrativos,43,RS,Sul
15351,IDEAU,Privada com fins lucrativos,43,RS,Sul
15382,AJES,Privada com fins lucrativos,51,MT,Centro-Oeste
15383,FADESA,Privada com fins lucrativos,15,PA,Norte
15410,FACHUSST,Pública Municipal,26,PE,Nordeste
15428,FAHS,Privada sem fins lucrativos,24,RN,Nordeste
15433,SEDAC,Privada sem fins lucrativos,51,MT,Centro-Oeste
15445,FAIND/CTBA,Privada com fins lucrativos,41,PR,Sul
15450,FUNIP,Privada sem fins lucrativos,31,MG,Sudeste
15451,FADIPA,Privada sem fins lucrativos,31,MG,Sudeste
15497,UNILAB,Pública Federal,23,CE,Nordeste
15504,FAI,Privada com fins lucrativos,29,BA,Nordeste
15508,CEUPI,Privada com fins lucrativos,22,PI,Nordeste
15518,FAM,Privada com fins lucrativos,52,GO,Centro-Oeste
15521,CATÓLICA-SJC,Privada sem fins lucrativos,35,SP,Sudeste
15526,FGNF,Privada com fins lucrativos,23,CE,Nordeste
15562,FBC,Privada sem fins lucrativos,23,CE,Nordeste
15576,FATEC-MC,Pública Estadual,35,SP,Sudeste
15581,FATECSJCAMPOS,Pública Estadual,35,SP,Sudeste
15585,FATEC-SA,Pública Estadual,35,SP,Sudeste
15639,Fatec Itaqua,Pública Estadual,35,SP,Sudeste
15669,FACEG,Pública Municipal,26,PE,Nordeste
15682,Fatec Piracicaba,Pública Estadual,35,SP,Sudeste
15687,FATEC PI,Pública Estadual,35,SP,Sudeste
15688,FATEC ZONASUL,Pública Estadual,35,SP,Sudeste
15689,FATEC,Pública Estadual,35,SP,Sudeste
15693,Fatec - Itapetininga,Pública Estadual,35,SP,Sudeste
15695,Fatec Itu,Pública Estadual,35,SP,Sudeste
15696,FATEC SERTĂOZINHO,Pública Estadual,35,SP,Sudeste
15697,FATEC Araçatuba,Pública Estadual,35,SP,Sudeste
15704,FATEC-CB,Pública Estadual,35,SP,Sudeste
15708,FATEC Franca,Pública Estadual,35,SP,Sudeste
15709,Fatec Osasco,Pública Estadual,35,SP,Sudeste
15714,FATECMM,Pública Estadual,35,SP,Sudeste
15715,FATEC LINS,Pública Estadual,35,SP,Sudeste
15745,FATEC SCS,Pública Estadual,35,SP,Sudeste
15746,FATECIPI,Pública Estadual,35,SP,Sudeste
15752,FATEC GR,Pública Estadual,35,SP,Sudeste
15753,FATEC JB,Pública Estadual,35,SP,Sudeste
15757,Fatec Barueri,Pública Estadual,35,SP,Sudeste
15769,Fatec Jales,Pública Estadual,35,SP,Sudeste
15777,FSP,Privada com fins lucrativos,35,SP,Sudeste
15784,Fatec Marilia,Pública Estadual,35,SP,Sudeste
15793,Fatec SS,Pública Estadual,35,SP,Sudeste
15803,FATEC TATUÍ,Pública Estadual,35,SP,Sudeste
15839,DVJP,Privada com fins lucrativos,25,PB,Nordeste
15859,FACAP,Privada sem fins lucrativos,35,SP,Sudeste
15873,UNEITAQUÁ,Privada com fins lucrativos,35,SP,Sudeste
15894,SOBRESP,Privada com fins lucrativos,43,RS,Sul
16037,ISCP,Pública Estadual,53,DF,Centro-Oeste
16194,FGT,Privada com fins lucrativos,35,SP,Sudeste
16395,FATEC,Pública Estadual,35,SP,Sudeste
16410,FATEC Catanduva,Pública Estadual,35,SP,Sudeste
16502,FPF,Privada sem fins lucrativos,35,SP,Sudeste
16525,FDC,Privada com fins lucrativos,26,PE,Nordeste
16543,FAMEESP,Privada com fins lucrativos,35,SP,Sudeste
16559,FASC,Privada com fins lucrativos,23,CE,Nordeste
16602,FACEEL,Privada com fins lucrativos,15,PA,Norte
16759,FABIC,Privada sem fins lucrativos,17,TO,Norte
16781,riso,Privada sem fins lucrativos,17,TO,Norte
16782,FAMAQUI,Privada com fins lucrativos,43,RS,Sul
16864,FCI,Privada sem fins lucrativos,35,SP,Sudeste
16879,FMO,Privada com fins lucrativos,26,PE,Nordeste
16898,FAM,Privada com fins lucrativos,15,PA,Norte
16901,EDUCATIE,Privada com fins lucrativos,35,SP,Sudeste
16934,Melies,Privada com fins lucrativos,35,SP,Sudeste
16943,FMN PARNAMIRIM,Privada com fins lucrativos,24,RN,Nordeste
17014,CSEJCDA,Privada sem fins lucrativos,35,SP,Sudeste
17025,FACESP,Privada com fins lucrativos,15,PA,Norte
17115,FUNEPI,Privada com fins lucrativos,25,PB,Nordeste
17118,AJES,Privada com fins lucrativos,51,MT,Centro-Oeste
17138,Católica em Joinvile,Privada sem fins lucrativos,42,SC,Sul
17165,UNILAGOS,Privada sem fins lucrativos,41,PR,Sul
17200,FBT,Privada com fins lucrativos,43,RS,Sul
17224,CESMAC Sertăo,Privada sem fins lucrativos,27,AL,Nordeste
17226,CESMAC Agreste,Privada sem fins lucrativos,27,AL,Nordeste
17269,ISITEC,Privada sem fins lucrativos,35,SP,Sudeste
17277,Senac Criciúma,Privada sem fins lucrativos,42,SC,Sul
17284,FMN SĂO LUÍS,Privada com fins lucrativos,21,MA,Nordeste
17288,FATEBE,Privada sem fins lucrativos,41,PR,Sul
17289,FACTUAL,Privada com fins lucrativos,31,MG,Sudeste
17322,FAIARA,Privada sem fins lucrativos,17,TO,Norte
17348,FATEC,Privada sem fins lucrativos,31,MG,Sudeste
17352,FEMAF,Privada com fins lucrativos,21,MA,Nordeste
17355,FECS,Privada sem fins lucrativos,35,SP,Sudeste
17394,FAL,Privada com fins lucrativos,23,CE,Nordeste
17400,FAMED,Privada com fins lucrativos,43,RS,Sul
17401,FATECNA,Privada sem fins lucrativos,53,DF,Centro-Oeste
17403,FAS,Privada com fins lucrativos,23,CE,Nordeste
17405,FAM,Privada com fins lucrativos,22,PI,Nordeste
17433,FASAVIC,Privada com fins lucrativos,29,BA,Nordeste
17460,FAPRO,Privada com fins lucrativos,41,PR,Sul
17490,FAJOP,Privada com fins lucrativos,52,GO,Centro-Oeste
17498,FASA,Privada com fins lucrativos,29,BA,Nordeste
17499,FAVILI,Privada com fins lucrativos,23,CE,Nordeste
17542,DOCTUM,Privada sem fins lucrativos,32,ES,Sudeste
17563,FCOESP,Privada com fins lucrativos,25,PB,Nordeste
17587,IFPA,Privada sem fins lucrativos,35,SP,Sudeste
17590,ISAE,Privada sem fins lucrativos,41,PR,Sul
17593,FDB,Privada com fins lucrativos,35,SP,Sudeste
17598,WLASAN,Privada sem fins lucrativos,35,SP,Sudeste
17622,FJN FORTALEZA,Privada com fins lucrativos,23,CE,Nordeste
17628,FMB,Privada com fins lucrativos,23,CE,Nordeste
17662,FG,Privada com fins lucrativos,35,SP,Sudeste
17670,UniQ,Privada com fins lucrativos,23,CE,Nordeste
17738,FACESGRANRIO,Privada sem fins lucrativos,33,RJ,Sudeste
17816,FMN Feira de Santana,Privada com fins lucrativos,29,BA,Nordeste
17828,UCL,Privada sem fins lucrativos,32,ES,Sudeste
17854,FECAF,Privada com fins lucrativos,35,SP,Sudeste
17874,FAEST,Privada com fins lucrativos,51,MT,Centro-Oeste
17875,FACBEL,Privada sem fins lucrativos,15,PA,Norte
17942,FATEC-TT,Pública Estadual,35,SP,Sudeste
17952,FATEC Jacareí,Pública Estadual,35,SP,Sudeste
17953,FATEC Pompeia,Pública Estadual,35,SP,Sudeste
17977,FATEC ITAQUERA,Pública Estadual,35,SP,Sudeste
18019,FEDUC,Privada sem fins lucrativos,35,SP,Sudeste
18023,FMN PETROLINA,Privada com fins lucrativos,26,PE,Nordeste
18034,CESURG,Privada com fins lucrativos,43,RS,Sul
18048,FVT,Privada com fins lucrativos,33,RJ,Sudeste
18049,FATEC TAUBATÉ,Pública Estadual,35,SP,Sudeste
18065,CFQ,Privada com fins lucrativos,23,CE,Nordeste
18067,CFTQ,Privada com fins lucrativos,23,CE,Nordeste
18075,FMN JABOATĂO,Privada com fins lucrativos,26,PE,Nordeste
18099,FATEC DIADEMA,Pública Estadual,35,SP,Sudeste
18114,FFMT,Privada com fins lucrativos,51,MT,Centro-Oeste
18133,FACUNICAMPS,Privada com fins lucrativos,52,GO,Centro-Oeste
18165,UNIVESP,Pública Estadual,35,SP,Sudeste
18201,SENAC Palhoça,Privada sem fins lucrativos,42,SC,Sul
18253,FAVALE,Privada com fins lucrativos,21,MA,Nordeste
18288,FLAM,Privada sem fins lucrativos,35,SP,Sudeste
18408,FECAF,Privada com fins lucrativos,35,SP,Sudeste
18440,UNIFESSPA,Pública Federal,15,PA,Norte
18454,Unaset,Privada com fins lucrativos,31,MG,Sudeste
18474,FPG,Privada com fins lucrativos,52,GO,Centro-Oeste
18478,FAPP,Privada com fins lucrativos,23,CE,Nordeste
18492,UNESPAR,Pública Estadual,41,PR,Sul
18506,UFOB,Pública Federal,29,BA,Nordeste
18636,FARESI,Privada com fins lucrativos,29,BA,Nordeste
18759,UFCA,Pública Federal,23,CE,Nordeste
18812,UFESBA,Pública Federal,29,BA,Nordeste
18817,FATEC-SR,Pública Estadual,35,SP,Sudeste
19297,FAPIDE,Privada com fins lucrativos,28,SE,Nordeste
19337,FADESNE,Privada com fins lucrativos,23,CE,Nordeste
19500,FATEC Săo Carlo,Pública Estadual,35,SP,Sudeste
19501,FATEC SEBRAE,Pública Estadual,35,SP,Sudeste
19512,IMEPAC,Privada com fins lucrativos,31,MG,Sudeste
19578,FATEC COTIA,Pública Estadual,35,SP,Sudeste
19588,FAETERJ CAXIAS,Pública Estadual,33,RJ,Sudeste
19739,FATEC CAMPINAS,Pública Estadual,35,SP,Sudeste
19862,FATEC Bebedouro,Pública Estadual,35,SP,Sudeste
19863,FATEC Assis,Pública Estadual,35,SP,Sudeste
19864,FATEC Itapira,Pública Estadual,35,SP,Sudeste
20478,FATEC-SPB,Pública Estadual,35,SP,Sudeste
